Media,Tactic,Week_start,Year,Quarter,Month,Week,Spending
Tonnage - Simulmedia,TV,2017-03-27,2017,2,3,14,40760.0
Tonnage - AX,TV,2017-03-27,2017,2,3,14,40762.0
Hulu,VOD,2017-03-27,2017,2,3,14,10800.0
CBS FEP,VOD,2017-03-27,2017,2,3,14,5405.0
NBC VOD,VOD,2017-03-27,2017,2,3,14,18416.66
Yashi,DIGITAL,2017-03-27,2017,2,3,14,5406.0
ABC - SCS (Production),TV,2017-04-03,2017,2,4,15,0.0
ABC - SCS (Local),TV,2017-04-03,2017,2,4,15,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-04-03,2017,2,4,15,0.0
ABC- TV (GMA),SPONSORSHIP,2017-04-03,2017,2,4,15,35360.0
Radio - Nat'l,RADIO,2017-04-03,2017,2,4,15,0.0
Radio - Local (10 Markets),RADIO,2017-04-03,2017,2,4,15,0.0
HTS \ Local Baseball,TV,2017-04-03,2017,2,4,15,0.0
Fox - CFB (In-Game),TV,2017-04-03,2017,2,4,15,0.0
FS1 - CFB (In-Game),TV,2017-04-03,2017,2,4,15,0.0
Fox - CFB (FSGO Streaming),TV,2017-04-03,2017,2,4,15,0.0
Fox - SB (In-game :30),TV,2017-04-03,2017,2,4,15,0.0
Fox - SB (FSGO Streaming),TV,2017-04-03,2017,2,4,15,0.0
Fox - SB (Deportes),TV,2017-04-03,2017,2,4,15,0.0
Scripps - FOOD,TV,2017-04-03,2017,2,4,15,29909.8
Scripps - COOKING,TV,2017-04-03,2017,2,4,15,13250.65
Scripps - HGTV,TV,2017-04-03,2017,2,4,15,22528.4
Scripps - DIY,TV,2017-04-03,2017,2,4,15,2237.2
Scripps - TRAVEL,TV,2017-04-03,2017,2,4,15,32301.7
Scripps - GAC,TV,2017-04-03,2017,2,4,15,3566.6
Scripps - Digital,DIGITAL,2017-04-03,2017,2,4,15,0.0
Scripps - Magazine,PRINT,2017-04-03,2017,2,4,15,0.0
Fox News,TV,2017-04-03,2017,2,4,15,10342.8
Hallmark,TV,2017-04-03,2017,2,4,15,10590.167
Tonnage - Simulmedia,TV,2017-04-03,2017,2,4,15,40760.0
Tonnage - AX,TV,2017-04-03,2017,2,4,15,40762.0
Hulu,VOD,2017-04-03,2017,2,4,15,10800.0
CBS FEP,VOD,2017-04-03,2017,2,4,15,5405.0
NBC VOD,VOD,2017-04-03,2017,2,4,15,18416.66
Yashi,DIGITAL,2017-04-03,2017,2,4,15,5405.5
ABC - SCS (Production),TV,2017-04-10,2017,2,4,16,0.0
ABC - SCS (Local),TV,2017-04-10,2017,2,4,16,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-04-10,2017,2,4,16,0.0
ABC- TV (GMA),SPONSORSHIP,2017-04-10,2017,2,4,16,35360.0
Radio - Nat'l,RADIO,2017-04-10,2017,2,4,16,0.0
Radio - Local (10 Markets),RADIO,2017-04-10,2017,2,4,16,0.0
HTS \ Local Baseball,TV,2017-04-10,2017,2,4,16,0.0
Fox - CFB (In-Game),TV,2017-04-10,2017,2,4,16,0.0
FS1 - CFB (In-Game),TV,2017-04-10,2017,2,4,16,0.0
Fox - CFB (FSGO Streaming),TV,2017-04-10,2017,2,4,16,0.0
Fox - SB (In-game :30),TV,2017-04-10,2017,2,4,16,0.0
Fox - SB (FSGO Streaming),TV,2017-04-10,2017,2,4,16,0.0
Fox - SB (Deportes),TV,2017-04-10,2017,2,4,16,0.0
Scripps - FOOD,TV,2017-04-10,2017,2,4,16,43892.3
Scripps - COOKING,TV,2017-04-10,2017,2,4,16,12778.9
Scripps - HGTV,TV,2017-04-10,2017,2,4,16,32658.7
Scripps - DIY,TV,2017-04-10,2017,2,4,16,2817.75
Scripps - TRAVEL,TV,2017-04-10,2017,2,4,16,32310.2
Scripps - GAC,TV,2017-04-10,2017,2,4,16,3614.2
Scripps - Digital,DIGITAL,2017-04-10,2017,2,4,16,0.0
Scripps - Magazine,PRINT,2017-04-10,2017,2,4,16,0.0
Fox News,TV,2017-04-10,2017,2,4,16,13493.75
Hallmark,TV,2017-04-10,2017,2,4,16,11234.977
Tonnage - Simulmedia,TV,2017-04-10,2017,2,4,16,40758.0
Tonnage - AX,TV,2017-04-10,2017,2,4,16,40762.0
Hulu,VOD,2017-04-10,2017,2,4,16,10800.0
CBS FEP,VOD,2017-04-10,2017,2,4,16,5405.0
NBC VOD,VOD,2017-04-10,2017,2,4,16,18416.66
Yashi,DIGITAL,2017-04-10,2017,2,4,16,5405.5
ABC - SCS (Production),TV,2017-04-17,2017,2,4,17,0.0
ABC - SCS (Local),TV,2017-04-17,2017,2,4,17,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-04-17,2017,2,4,17,0.0
ABC- TV (GMA),SPONSORSHIP,2017-04-17,2017,2,4,17,0.0
Radio - Nat'l,RADIO,2017-04-17,2017,2,4,17,0.0
Radio - Local (10 Markets),RADIO,2017-04-17,2017,2,4,17,0.0
HTS \ Local Baseball,TV,2017-04-17,2017,2,4,17,0.0
Fox - CFB (In-Game),TV,2017-04-17,2017,2,4,17,0.0
FS1 - CFB (In-Game),TV,2017-04-17,2017,2,4,17,0.0
Fox - CFB (FSGO Streaming),TV,2017-04-17,2017,2,4,17,0.0
Fox - SB (In-game :30),TV,2017-04-17,2017,2,4,17,0.0
Fox - SB (FSGO Streaming),TV,2017-04-17,2017,2,4,17,0.0
Fox - SB (Deportes),TV,2017-04-17,2017,2,4,17,0.0
Scripps - FOOD,TV,2017-04-17,2017,2,4,17,0.0
Scripps - COOKING,TV,2017-04-17,2017,2,4,17,0.0
Scripps - HGTV,TV,2017-04-17,2017,2,4,17,0.0
Scripps - DIY,TV,2017-04-17,2017,2,4,17,0.0
Scripps - TRAVEL,TV,2017-04-17,2017,2,4,17,0.0
Scripps - GAC,TV,2017-04-17,2017,2,4,17,0.0
Scripps - Digital,DIGITAL,2017-04-17,2017,2,4,17,0.0
Scripps - Magazine,PRINT,2017-04-17,2017,2,4,17,0.0
Fox News,TV,2017-04-17,2017,2,4,17,0.0
Hallmark,TV,2017-04-17,2017,2,4,17,0.0
Tonnage - Simulmedia,TV,2017-04-17,2017,2,4,17,0.0
Tonnage - AX,TV,2017-04-17,2017,2,4,17,0.0
Hulu,VOD,2017-04-17,2017,2,4,17,0.0
CBS FEP,VOD,2017-04-17,2017,2,4,17,0.0
NBC VOD,VOD,2017-04-17,2017,2,4,17,0.0
Yashi,DIGITAL,2017-04-17,2017,2,4,17,0.0
ABC - SCS (Production),TV,2017-04-24,2017,2,4,18,0.0
ABC - SCS (Local),TV,2017-04-24,2017,2,4,18,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-04-24,2017,2,4,18,0.0
ABC- TV (GMA),SPONSORSHIP,2017-04-24,2017,2,4,18,0.0
Radio - Nat'l,RADIO,2017-04-24,2017,2,4,18,0.0
Radio - Local (10 Markets),RADIO,2017-04-24,2017,2,4,18,0.0
HTS \ Local Baseball,TV,2017-04-24,2017,2,4,18,0.0
Fox - CFB (In-Game),TV,2017-04-24,2017,2,4,18,0.0
FS1 - CFB (In-Game),TV,2017-04-24,2017,2,4,18,0.0
Fox - CFB (FSGO Streaming),TV,2017-04-24,2017,2,4,18,0.0
Fox - SB (In-game :30),TV,2017-04-24,2017,2,4,18,0.0
Fox - SB (FSGO Streaming),TV,2017-04-24,2017,2,4,18,0.0
Fox - SB (Deportes),TV,2017-04-24,2017,2,4,18,0.0
Scripps - FOOD,TV,2017-04-24,2017,2,4,18,0.0
Scripps - COOKING,TV,2017-04-24,2017,2,4,18,0.0
Scripps - HGTV,TV,2017-04-24,2017,2,4,18,0.0
Scripps - DIY,TV,2017-04-24,2017,2,4,18,0.0
Scripps - TRAVEL,TV,2017-04-24,2017,2,4,18,0.0
Scripps - GAC,TV,2017-04-24,2017,2,4,18,0.0
Scripps - Digital,DIGITAL,2017-04-24,2017,2,4,18,0.0
Scripps - Magazine,PRINT,2017-04-24,2017,2,4,18,0.0
Fox News,TV,2017-04-24,2017,2,4,18,0.0
Hallmark,TV,2017-04-24,2017,2,4,18,0.0
Tonnage - Simulmedia,TV,2017-04-24,2017,2,4,18,0.0
Tonnage - AX,TV,2017-04-24,2017,2,4,18,0.0
Hulu,VOD,2017-04-24,2017,2,4,18,0.0
CBS FEP,VOD,2017-04-24,2017,2,4,18,0.0
NBC VOD,VOD,2017-04-24,2017,2,4,18,0.0
Yashi,DIGITAL,2017-04-24,2017,2,4,18,0.0
ABC - SCS (Production),TV,2017-05-01,2017,2,5,19,1100000.0
ABC - SCS (Local),TV,2017-05-01,2017,2,5,19,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-05-01,2017,2,5,19,0.0
ABC- TV (GMA),SPONSORSHIP,2017-05-01,2017,2,5,19,0.0
Radio - Nat'l,RADIO,2017-05-01,2017,2,5,19,0.0
Radio - Local (10 Markets),RADIO,2017-05-01,2017,2,5,19,0.0
HTS \ Local Baseball,TV,2017-05-01,2017,2,5,19,0.0
Fox - CFB (In-Game),TV,2017-05-01,2017,2,5,19,0.0
FS1 - CFB (In-Game),TV,2017-05-01,2017,2,5,19,0.0
Fox - CFB (FSGO Streaming),TV,2017-05-01,2017,2,5,19,0.0
Fox - SB (In-game :30),TV,2017-05-01,2017,2,5,19,0.0
Fox - SB (FSGO Streaming),TV,2017-05-01,2017,2,5,19,0.0
Fox - SB (Deportes),TV,2017-05-01,2017,2,5,19,0.0
Scripps - FOOD,TV,2017-05-01,2017,2,5,19,43038.9
Scripps - COOKING,TV,2017-05-01,2017,2,5,19,11978.2
Scripps - HGTV,TV,2017-05-01,2017,2,5,19,17460.7
Scripps - DIY,TV,2017-05-01,2017,2,5,19,3677.95
Scripps - TRAVEL,TV,2017-05-01,2017,2,5,19,11044.9
Scripps - GAC,TV,2017-05-01,2017,2,5,19,1853.0
Scripps - Digital,DIGITAL,2017-05-01,2017,2,5,19,0.0
Scripps - Magazine,PRINT,2017-05-01,2017,2,5,19,0.0
Fox News,TV,2017-05-01,2017,2,5,19,10342.8
Hallmark,TV,2017-05-01,2017,2,5,19,10499.574
Tonnage - Simulmedia,TV,2017-05-01,2017,2,5,19,40758.0
Tonnage - AX,TV,2017-05-01,2017,2,5,19,40762.0
Hulu,VOD,2017-05-01,2017,2,5,19,10800.0
CBS FEP,VOD,2017-05-01,2017,2,5,19,5405.0
NBC VOD,VOD,2017-05-01,2017,2,5,19,0.0
Yashi,DIGITAL,2017-05-01,2017,2,5,19,5405.5
ABC - SCS (Production),TV,2017-05-08,2017,2,5,20,0.0
ABC - SCS (Local),TV,2017-05-08,2017,2,5,20,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-05-08,2017,2,5,20,0.0
ABC- TV (GMA),SPONSORSHIP,2017-05-08,2017,2,5,20,75650.0
Radio - Nat'l,RADIO,2017-05-08,2017,2,5,20,0.0
Radio - Local (10 Markets),RADIO,2017-05-08,2017,2,5,20,0.0
HTS \ Local Baseball,TV,2017-05-08,2017,2,5,20,0.0
Fox - CFB (In-Game),TV,2017-05-08,2017,2,5,20,0.0
FS1 - CFB (In-Game),TV,2017-05-08,2017,2,5,20,0.0
Fox - CFB (FSGO Streaming),TV,2017-05-08,2017,2,5,20,0.0
Fox - SB (In-game :30),TV,2017-05-08,2017,2,5,20,0.0
Fox - SB (FSGO Streaming),TV,2017-05-08,2017,2,5,20,0.0
Fox - SB (Deportes),TV,2017-05-08,2017,2,5,20,0.0
Scripps - FOOD,TV,2017-05-08,2017,2,5,20,34936.7
Scripps - COOKING,TV,2017-05-08,2017,2,5,20,11978.2
Scripps - HGTV,TV,2017-05-08,2017,2,5,20,23951.3
Scripps - DIY,TV,2017-05-08,2017,2,5,20,3479.05
Scripps - TRAVEL,TV,2017-05-08,2017,2,5,20,15709.7
Scripps - GAC,TV,2017-05-08,2017,2,5,20,1545.3
Scripps - Digital,DIGITAL,2017-05-08,2017,2,5,20,0.0
Scripps - Magazine,PRINT,2017-05-08,2017,2,5,20,0.0
Fox News,TV,2017-05-08,2017,2,5,20,10342.8
Hallmark,TV,2017-05-08,2017,2,5,20,10499.574
Tonnage - Simulmedia,TV,2017-05-08,2017,2,5,20,40758.0
Tonnage - AX,TV,2017-05-08,2017,2,5,20,40762.0
Hulu,VOD,2017-05-08,2017,2,5,20,10800.0
CBS FEP,VOD,2017-05-08,2017,2,5,20,5405.0
NBC VOD,VOD,2017-05-08,2017,2,5,20,0.0
Yashi,DIGITAL,2017-05-08,2017,2,5,20,5405.5
ABC - SCS (Production),TV,2017-05-15,2017,2,5,21,0.0
ABC - SCS (Local),TV,2017-05-15,2017,2,5,21,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-05-15,2017,2,5,21,136372.0
ABC- TV (GMA),SPONSORSHIP,2017-05-15,2017,2,5,21,37825.0
Radio - Nat'l,RADIO,2017-05-15,2017,2,5,21,0.0
Radio - Local (10 Markets),RADIO,2017-05-15,2017,2,5,21,0.0
HTS \ Local Baseball,TV,2017-05-15,2017,2,5,21,0.0
Fox - CFB (In-Game),TV,2017-05-15,2017,2,5,21,0.0
FS1 - CFB (In-Game),TV,2017-05-15,2017,2,5,21,0.0
Fox - CFB (FSGO Streaming),TV,2017-05-15,2017,2,5,21,0.0
Fox - SB (In-game :30),TV,2017-05-15,2017,2,5,21,0.0
Fox - SB (FSGO Streaming),TV,2017-05-15,2017,2,5,21,0.0
Fox - SB (Deportes),TV,2017-05-15,2017,2,5,21,0.0
Scripps - FOOD,TV,2017-05-15,2017,2,5,21,43892.3
Scripps - COOKING,TV,2017-05-15,2017,2,5,21,12778.9
Scripps - HGTV,TV,2017-05-15,2017,2,5,21,15838.9
Scripps - DIY,TV,2017-05-15,2017,2,5,21,3473.95
Scripps - TRAVEL,TV,2017-05-15,2017,2,5,21,32548.2
Scripps - GAC,TV,2017-05-15,2017,2,5,21,3595.5
Scripps - Digital,DIGITAL,2017-05-15,2017,2,5,21,0.0
Scripps - Magazine,PRINT,2017-05-15,2017,2,5,21,0.0
Fox News,TV,2017-05-15,2017,2,5,21,10342.8
Hallmark,TV,2017-05-15,2017,2,5,21,11235.691
Tonnage - Simulmedia,TV,2017-05-15,2017,2,5,21,40758.0
Tonnage - AX,TV,2017-05-15,2017,2,5,21,40762.0
Hulu,VOD,2017-05-15,2017,2,5,21,10800.0
CBS FEP,VOD,2017-05-15,2017,2,5,21,5405.0
NBC VOD,VOD,2017-05-15,2017,2,5,21,0.0
Yashi,DIGITAL,2017-05-15,2017,2,5,21,5405.5
ABC - SCS (Production),TV,2017-05-22,2017,2,5,22,0.0
ABC - SCS (Local),TV,2017-05-22,2017,2,5,22,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-05-22,2017,2,5,22,136372.0
ABC- TV (GMA),SPONSORSHIP,2017-05-22,2017,2,5,22,37910.0
Radio - Nat'l,RADIO,2017-05-22,2017,2,5,22,0.0
Radio - Local (10 Markets),RADIO,2017-05-22,2017,2,5,22,0.0
HTS \ Local Baseball,TV,2017-05-22,2017,2,5,22,0.0
Fox - CFB (In-Game),TV,2017-05-22,2017,2,5,22,0.0
FS1 - CFB (In-Game),TV,2017-05-22,2017,2,5,22,0.0
Fox - CFB (FSGO Streaming),TV,2017-05-22,2017,2,5,22,0.0
Fox - SB (In-game :30),TV,2017-05-22,2017,2,5,22,0.0
Fox - SB (FSGO Streaming),TV,2017-05-22,2017,2,5,22,0.0
Fox - SB (Deportes),TV,2017-05-22,2017,2,5,22,0.0
Scripps - FOOD,TV,2017-05-22,2017,2,5,22,29381.1
Scripps - COOKING,TV,2017-05-22,2017,2,5,22,12778.9
Scripps - HGTV,TV,2017-05-22,2017,2,5,22,50998.3
Scripps - DIY,TV,2017-05-22,2017,2,5,22,10799.25
Scripps - TRAVEL,TV,2017-05-22,2017,2,5,22,43807.3
Scripps - GAC,TV,2017-05-22,2017,2,5,22,4469.3
Scripps - Digital,DIGITAL,2017-05-22,2017,2,5,22,0.0
Scripps - Magazine,PRINT,2017-05-22,2017,2,5,22,0.0
Fox News,TV,2017-05-22,2017,2,5,22,10342.8
Hallmark,TV,2017-05-22,2017,2,5,22,10498.707
Tonnage - Simulmedia,TV,2017-05-22,2017,2,5,22,40758.0
Tonnage - AX,TV,2017-05-22,2017,2,5,22,40762.0
Hulu,VOD,2017-05-22,2017,2,5,22,10800.0
CBS FEP,VOD,2017-05-22,2017,2,5,22,5405.0
NBC VOD,VOD,2017-05-22,2017,2,5,22,0.0
Yashi,DIGITAL,2017-05-22,2017,2,5,22,5405.5
ABC - SCS (Production),TV,2017-05-29,2017,2,5,23,1100000.0
ABC - SCS (Local),TV,2017-05-29,2017,2,5,23,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-05-29,2017,2,5,23,68707.0
ABC- TV (GMA),SPONSORSHIP,2017-05-29,2017,2,5,23,30090.0
Radio - Nat'l,RADIO,2017-05-29,2017,2,5,23,57307.16
Radio - Local (10 Markets),RADIO,2017-05-29,2017,2,5,23,26180.0
HTS \ Local Baseball,TV,2017-05-29,2017,2,5,23,94350.0
Fox - CFB (In-Game),TV,2017-05-29,2017,2,5,23,0.0
FS1 - CFB (In-Game),TV,2017-05-29,2017,2,5,23,0.0
Fox - CFB (FSGO Streaming),TV,2017-05-29,2017,2,5,23,0.0
Fox - SB (In-game :30),TV,2017-05-29,2017,2,5,23,0.0
Fox - SB (FSGO Streaming),TV,2017-05-29,2017,2,5,23,0.0
Fox - SB (Deportes),TV,2017-05-29,2017,2,5,23,0.0
Scripps - FOOD,TV,2017-05-29,2017,2,5,23,35397.4
Scripps - COOKING,TV,2017-05-29,2017,2,5,23,13504.8
Scripps - HGTV,TV,2017-05-29,2017,2,5,23,72883.25
Scripps - DIY,TV,2017-05-29,2017,2,5,23,7746.05
Scripps - TRAVEL,TV,2017-05-29,2017,2,5,23,41973.0
Scripps - GAC,TV,2017-05-29,2017,2,5,23,4372.4
Scripps - Digital,DIGITAL,2017-05-29,2017,2,5,23,0.0
Scripps - Magazine,PRINT,2017-05-29,2017,2,5,23,0.0
Fox News,TV,2017-05-29,2017,2,5,23,10342.8
Hallmark,TV,2017-05-29,2017,2,5,23,11234.807
Tonnage - Simulmedia,TV,2017-05-29,2017,2,5,23,40758.0
Tonnage - AX,TV,2017-05-29,2017,2,5,23,40762.0
Hulu,VOD,2017-05-29,2017,2,5,23,10800.0
CBS FEP,VOD,2017-05-29,2017,2,5,23,5405.0
NBC VOD,VOD,2017-05-29,2017,2,5,23,0.0
Yashi,DIGITAL,2017-05-29,2017,2,5,23,5405.5
ABC - SCS (Production),TV,2017-06-05,2017,2,6,24,0.0
ABC - SCS (Local),TV,2017-06-05,2017,2,6,24,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-06-05,2017,2,6,24,68707.0
ABC- TV (GMA),SPONSORSHIP,2017-06-05,2017,2,6,24,30090.0
Radio - Nat'l,RADIO,2017-06-05,2017,2,6,24,57307.16
Radio - Local (10 Markets),RADIO,2017-06-05,2017,2,6,24,26180.0
HTS \ Local Baseball,TV,2017-06-05,2017,2,6,24,88060.0
Fox - CFB (In-Game),TV,2017-06-05,2017,2,6,24,0.0
FS1 - CFB (In-Game),TV,2017-06-05,2017,2,6,24,0.0
Fox - CFB (FSGO Streaming),TV,2017-06-05,2017,2,6,24,0.0
Fox - SB (In-game :30),TV,2017-06-05,2017,2,6,24,0.0
Fox - SB (FSGO Streaming),TV,2017-06-05,2017,2,6,24,0.0
Fox - SB (Deportes),TV,2017-06-05,2017,2,6,24,0.0
Scripps - FOOD,TV,2017-06-05,2017,2,6,24,86128.8
Scripps - COOKING,TV,2017-06-05,2017,2,6,24,29041.1
Scripps - HGTV,TV,2017-06-05,2017,2,6,24,32135.95
Scripps - DIY,TV,2017-06-05,2017,2,6,24,12813.75
Scripps - TRAVEL,TV,2017-06-05,2017,2,6,24,41570.1
Scripps - GAC,TV,2017-06-05,2017,2,6,24,4474.4
Scripps - Digital,DIGITAL,2017-06-05,2017,2,6,24,0.0
Scripps - Magazine,PRINT,2017-06-05,2017,2,6,24,0.0
Fox News,TV,2017-06-05,2017,2,6,24,9440.95
Hallmark,TV,2017-06-05,2017,2,6,24,10498.707
Tonnage - Simulmedia,TV,2017-06-05,2017,2,6,24,40758.0
Tonnage - AX,TV,2017-06-05,2017,2,6,24,40762.0
Hulu,VOD,2017-06-05,2017,2,6,24,10800.0
CBS FEP,VOD,2017-06-05,2017,2,6,24,5405.0
NBC VOD,VOD,2017-06-05,2017,2,6,24,0.0
Yashi,DIGITAL,2017-06-05,2017,2,6,24,5405.5
ABC - SCS (Production),TV,2017-06-12,2017,2,6,25,0.0
ABC - SCS (Local),TV,2017-06-12,2017,2,6,25,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-06-12,2017,2,6,25,68707.0
ABC- TV (GMA),SPONSORSHIP,2017-06-12,2017,2,6,25,23885.0
Radio - Nat'l,RADIO,2017-06-12,2017,2,6,25,57307.16
Radio - Local (10 Markets),RADIO,2017-06-12,2017,2,6,25,26180.0
HTS \ Local Baseball,TV,2017-06-12,2017,2,6,25,87125.0
Fox - CFB (In-Game),TV,2017-06-12,2017,2,6,25,0.0
FS1 - CFB (In-Game),TV,2017-06-12,2017,2,6,25,0.0
Fox - CFB (FSGO Streaming),TV,2017-06-12,2017,2,6,25,0.0
Fox - SB (In-game :30),TV,2017-06-12,2017,2,6,25,0.0
Fox - SB (FSGO Streaming),TV,2017-06-12,2017,2,6,25,0.0
Fox - SB (Deportes),TV,2017-06-12,2017,2,6,25,0.0
Scripps - FOOD,TV,2017-06-12,2017,2,6,25,58517.4
Scripps - COOKING,TV,2017-06-12,2017,2,6,25,27264.6
Scripps - HGTV,TV,2017-06-12,2017,2,6,25,37800.35
Scripps - DIY,TV,2017-06-12,2017,2,6,25,9707.0
Scripps - TRAVEL,TV,2017-06-12,2017,2,6,25,40570.5
Scripps - GAC,TV,2017-06-12,2017,2,6,25,4333.3
Scripps - Digital,DIGITAL,2017-06-12,2017,2,6,25,0.0
Scripps - Magazine,PRINT,2017-06-12,2017,2,6,25,0.0
Fox News,TV,2017-06-12,2017,2,6,25,11691.75
Hallmark,TV,2017-06-12,2017,2,6,25,12801.5355
Tonnage - Simulmedia,TV,2017-06-12,2017,2,6,25,40758.0
Tonnage - AX,TV,2017-06-12,2017,2,6,25,40762.0
Hulu,VOD,2017-06-12,2017,2,6,25,10800.0
CBS FEP,VOD,2017-06-12,2017,2,6,25,5405.0
NBC VOD,VOD,2017-06-12,2017,2,6,25,0.0
Yashi,DIGITAL,2017-06-12,2017,2,6,25,5406.0
ABC - SCS (Production),TV,2017-06-19,2017,2,6,26,0.0
ABC - SCS (Local),TV,2017-06-19,2017,2,6,26,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-06-19,2017,2,6,26,68707.0
ABC- TV (GMA),SPONSORSHIP,2017-06-19,2017,2,6,26,23970.0
Radio - Nat'l,RADIO,2017-06-19,2017,2,6,26,57307.16
Radio - Local (10 Markets),RADIO,2017-06-19,2017,2,6,26,26180.0
HTS \ Local Baseball,TV,2017-06-19,2017,2,6,26,95030.0
Fox - CFB (In-Game),TV,2017-06-19,2017,2,6,26,0.0
FS1 - CFB (In-Game),TV,2017-06-19,2017,2,6,26,0.0
Fox - CFB (FSGO Streaming),TV,2017-06-19,2017,2,6,26,0.0
Fox - SB (In-game :30),TV,2017-06-19,2017,2,6,26,0.0
Fox - SB (FSGO Streaming),TV,2017-06-19,2017,2,6,26,0.0
Fox - SB (Deportes),TV,2017-06-19,2017,2,6,26,0.0
Scripps - FOOD,TV,2017-06-19,2017,2,6,26,0.0
Scripps - COOKING,TV,2017-06-19,2017,2,6,26,0.0
Scripps - HGTV,TV,2017-06-19,2017,2,6,26,0.0
Scripps - DIY,TV,2017-06-19,2017,2,6,26,0.0
Scripps - TRAVEL,TV,2017-06-19,2017,2,6,26,0.0
Scripps - GAC,TV,2017-06-19,2017,2,6,26,0.0
Scripps - Digital,DIGITAL,2017-06-19,2017,2,6,26,0.0
Scripps - Magazine,PRINT,2017-06-19,2017,2,6,26,0.0
Fox News,TV,2017-06-19,2017,2,6,26,13954.45
Hallmark,TV,2017-06-19,2017,2,6,26,11235.691
Tonnage - Simulmedia,TV,2017-06-19,2017,2,6,26,40758.0
Tonnage - AX,TV,2017-06-19,2017,2,6,26,40762.0
Hulu,VOD,2017-06-19,2017,2,6,26,10800.0
CBS FEP,VOD,2017-06-19,2017,2,6,26,5405.0
NBC VOD,VOD,2017-06-19,2017,2,6,26,0.0
Yashi,DIGITAL,2017-06-19,2017,2,6,26,5405.5
ABC - SCS (Production),TV,2017-06-26,2017,3,6,27,1100000.0
ABC - SCS (Local),TV,2017-06-26,2017,3,6,27,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-06-26,2017,3,6,27,20242.96
ABC- TV (GMA),SPONSORSHIP,2017-06-26,2017,3,6,27,24905.0
Radio - Nat'l,RADIO,2017-06-26,2017,3,6,27,0.0
Radio - Local (10 Markets),RADIO,2017-06-26,2017,3,6,27,0.0
HTS \ Local Baseball,TV,2017-06-26,2017,3,6,27,100725.0
Fox - CFB (In-Game),TV,2017-06-26,2017,3,6,27,0.0
FS1 - CFB (In-Game),TV,2017-06-26,2017,3,6,27,0.0
Fox - CFB (FSGO Streaming),TV,2017-06-26,2017,3,6,27,0.0
Fox - SB (In-game :30),TV,2017-06-26,2017,3,6,27,0.0
Fox - SB (FSGO Streaming),TV,2017-06-26,2017,3,6,27,0.0
Fox - SB (Deportes),TV,2017-06-26,2017,3,6,27,0.0
Scripps - FOOD,TV,2017-06-26,2017,3,6,27,45042.0
Scripps - COOKING,TV,2017-06-26,2017,3,6,27,16162.0
Scripps - HGTV,TV,2017-06-26,2017,3,6,27,32713.95
Scripps - DIY,TV,2017-06-26,2017,3,6,27,6577.3
Scripps - TRAVEL,TV,2017-06-26,2017,3,6,27,32400.0
Scripps - GAC,TV,2017-06-26,2017,3,6,27,3546.0
Scripps - Digital,DIGITAL,2017-06-26,2017,3,6,27,0.0
Scripps - Magazine,PRINT,2017-06-26,2017,3,6,27,0.0
Fox News,TV,2017-06-26,2017,3,6,27,0.0
Hallmark,TV,2017-06-26,2017,3,6,27,0.0
Tonnage - Simulmedia,TV,2017-06-26,2017,3,6,27,0.0
Tonnage - AX,TV,2017-06-26,2017,3,6,27,0.0
Hulu,VOD,2017-06-26,2017,3,6,27,0.0
CBS FEP,VOD,2017-06-26,2017,3,6,27,0.0
NBC VOD,VOD,2017-06-26,2017,3,6,27,0.0
Yashi,DIGITAL,2017-06-26,2017,3,6,27,0.0
ABC - SCS (Production),TV,2017-07-03,2017,3,7,28,0.0
ABC - SCS (Local),TV,2017-07-03,2017,3,7,28,0.0
ABC - SCS (Digital Amplify),DIGITAL,2017-07-03,2017,3,7,28,20242.96
ABC- TV (GMA),SPONSORSHIP,2017-07-03,2017,3,7,28,24905.0
Radio - Nat'l,RADIO,2017-07-03,2017,3,7,28,0.0
Radio - Local (10 Markets),RADIO,2017-07-03,2017,3,7,28,0.0
HTS \ Local Baseball,TV,2017-07-03,2017,3,7,28,89420.0
Fox - CFB (In-Game),TV,2017-07-03,2017,3,7,28,0.0
FS1 - CFB (In-Game),TV,2017-07-03,2017,3,7,28,0.0
Fox - CFB (FSGO Streaming),TV,2017-07-03,2017,3,7,28,0.0
Fox - SB (In-game :30),TV,2017-07-03,2017,3,7,28,0.0
Fox - SB (FSGO Streaming),TV,2017-07-03,2017,3,7,28,0.0
Fox - SB (Deportes),TV,2017-07-03,2017,3,7,28,0.0
Scripps - FOOD,TV,2017-07-03,2017,3,7,28,45042.0
Scripps - COOKING,TV,2017-07-03,2017,3,7,28,16162.0
Scripps - HGTV,TV,2017-07-03,2017,3,7,28,33706.75
