Media,Tactic,Week_start,Year,Quarter,Month,Week,Spending
ABC - SCS Sponsorship,SPONSORSHIP,2019-10-14,2019,4,10,42,0.0
ABC - Media (TV),TV,2019-10-14,2019,4,10,42,0.0
ABC - Media (Digital),DIGITAL,2019-10-14,2019,4,10,42,0.0
Lifestyle - Food Network,TV,2019-10-14,2019,4,10,42,0.0
Lifestyle - Cooking Channel,TV,2019-10-14,2019,4,10,42,0.0
Lifestyle - HGTV,TV,2019-10-14,2019,4,10,42,0.0
Lifestyle - DIY,TV,2019-10-14,2019,4,10,42,0.0
Lifestyle - Travel Channel,TV,2019-10-14,2019,4,10,42,0.0
Lifestyle - GAC,TV,2019-10-14,2019,4,10,42,0.0
Tonnage - Fox & Friends,TV,2019-10-14,2019,4,10,42,0.0
Tonnage - Weather Channel,TV,2019-10-14,2019,4,10,42,0.0
Tonnage - Simulmedia,TV,2019-10-14,2019,4,10,42,0.0
Tonnage - Freewheel,TV,2019-10-14,2019,4,10,42,0.0
Addressable Test - Cadent,TV,2019-10-14,2019,4,10,42,125000.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-10-14,2019,4,10,42,0.0
VOD - CBS,VOD,2019-10-14,2019,4,10,42,0.0
VOD - HULU,VOD,2019-10-14,2019,4,10,42,0.0
VOD - NBC,VOD,2019-10-14,2019,4,10,42,0.0
Summer Digital - Evite,DIGITAL,2019-10-14,2019,4,10,42,0.0
Summer Digital - Blis,DIGITAL,2019-10-14,2019,4,10,42,0.0
Innovation Team (Search),DIGITAL,2019-10-14,2019,4,10,42,0.0
Innovation Team (Social),DIGITAL,2019-10-14,2019,4,10,42,0.0
2H Digital Media - Back to School,DIGITAL,2019-10-14,2019,4,10,42,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-10-14,2019,4,10,42,45000.0
2H Digital Media - Holiday,DIGITAL,2019-10-14,2019,4,10,42,0.0
Influencer Central,INFLUENCERS/DIGITAL,2019-10-14,2019,4,10,42,33000.0
Print - FN Magazine,PRINT,2019-10-14,2019,4,10,42,0.0
NE Heavy Up - Linear TV,TV,2019-10-14,2019,4,10,42,0.0
NE Heavy Up - OOH,BILLBOARD,2019-10-14,2019,4,10,42,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-10-21,2019,4,10,43,0.0
ABC - Media (TV),TV,2019-10-21,2019,4,10,43,0.0
ABC - Media (Digital),DIGITAL,2019-10-21,2019,4,10,43,0.0
Lifestyle - Food Network,TV,2019-10-21,2019,4,10,43,0.0
Lifestyle - Cooking Channel,TV,2019-10-21,2019,4,10,43,0.0
Lifestyle - HGTV,TV,2019-10-21,2019,4,10,43,0.0
Lifestyle - DIY,TV,2019-10-21,2019,4,10,43,0.0
Lifestyle - Travel Channel,TV,2019-10-21,2019,4,10,43,0.0
Lifestyle - GAC,TV,2019-10-21,2019,4,10,43,0.0
Tonnage - Fox & Friends,TV,2019-10-21,2019,4,10,43,0.0
Tonnage - Weather Channel,TV,2019-10-21,2019,4,10,43,0.0
Tonnage - Simulmedia,TV,2019-10-21,2019,4,10,43,0.0
Tonnage - Freewheel,TV,2019-10-21,2019,4,10,43,0.0
Addressable Test - Cadent,TV,2019-10-21,2019,4,10,43,125000.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-10-21,2019,4,10,43,0.0
VOD - CBS,VOD,2019-10-21,2019,4,10,43,0.0
VOD - HULU,VOD,2019-10-21,2019,4,10,43,0.0
VOD - NBC,VOD,2019-10-21,2019,4,10,43,0.0
Summer Digital - Evite,DIGITAL,2019-10-21,2019,4,10,43,0.0
Summer Digital - Blis,DIGITAL,2019-10-21,2019,4,10,43,0.0
Innovation Team (Search),DIGITAL,2019-10-21,2019,4,10,43,0.0
Innovation Team (Social),DIGITAL,2019-10-21,2019,4,10,43,0.0
2H Digital Media - Back to School,DIGITAL,2019-10-21,2019,4,10,43,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-10-21,2019,4,10,43,59700.0
2H Digital Media - Holiday,DIGITAL,2019-10-21,2019,4,10,43,0.0
Influencer Central,INFLUENCERS/DIGITAL,2019-10-21,2019,4,10,43,33000.0
Print - FN Magazine,PRINT,2019-10-21,2019,4,10,43,0.0
NE Heavy Up - Linear TV,TV,2019-10-21,2019,4,10,43,0.0
NE Heavy Up - OOH,BILLBOARD,2019-10-21,2019,4,10,43,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-10-28,2019,4,10,44,0.0
ABC - Media (TV),TV,2019-10-28,2019,4,10,44,0.0
ABC - Media (Digital),DIGITAL,2019-10-28,2019,4,10,44,0.0
Lifestyle - Food Network,TV,2019-10-28,2019,4,10,44,41144.0
Lifestyle - Cooking Channel,TV,2019-10-28,2019,4,10,44,11520.9
Lifestyle - HGTV,TV,2019-10-28,2019,4,10,44,23670.8
Lifestyle - DIY,TV,2019-10-28,2019,4,10,44,4635.9
Lifestyle - Travel Channel,TV,2019-10-28,2019,4,10,44,11240.4
Lifestyle - GAC,TV,2019-10-28,2019,4,10,44,1108.4
Tonnage - Fox & Friends,TV,2019-10-28,2019,4,10,44,10744.0
Tonnage - Weather Channel,TV,2019-10-28,2019,4,10,44,9869.1375
Tonnage - Simulmedia,TV,2019-10-28,2019,4,10,44,57432.84
Tonnage - Freewheel,TV,2019-10-28,2019,4,10,44,45000.0
Addressable Test - Cadent,TV,2019-10-28,2019,4,10,44,125000.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-10-28,2019,4,10,44,0.0
VOD - CBS,VOD,2019-10-28,2019,4,10,44,13334.0
VOD - HULU,VOD,2019-10-28,2019,4,10,44,11167.01
VOD - NBC,VOD,2019-10-28,2019,4,10,44,11166.0
Summer Digital - Evite,DIGITAL,2019-10-28,2019,4,10,44,0.0
Summer Digital - Blis,DIGITAL,2019-10-28,2019,4,10,44,0.0
Innovation Team (Search),DIGITAL,2019-10-28,2019,4,10,44,13424.89
Innovation Team (Social),DIGITAL,2019-10-28,2019,4,10,44,5126.55
2H Digital Media - Back to School,DIGITAL,2019-10-28,2019,4,10,44,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-10-28,2019,4,10,44,10000.0
2H Digital Media - Holiday,DIGITAL,2019-10-28,2019,4,10,44,0.0
Influencer Central,INFLUENCERS/DIGITAL,2019-10-28,2019,4,10,44,25000.0
Print - FN Magazine,PRINT,2019-10-28,2019,4,10,44,0.0
NE Heavy Up - Linear TV,TV,2019-10-28,2019,4,10,44,0.0
NE Heavy Up - OOH,BILLBOARD,2019-10-28,2019,4,10,44,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-11-04,2019,4,11,45,0.0
ABC - Media (TV),TV,2019-11-04,2019,4,11,45,0.0
ABC - Media (Digital),DIGITAL,2019-11-04,2019,4,11,45,0.0
Lifestyle - Food Network,TV,2019-11-04,2019,4,11,45,31144.0
Lifestyle - Cooking Channel,TV,2019-11-04,2019,4,11,45,11354.3
Lifestyle - HGTV,TV,2019-11-04,2019,4,11,45,23670.8
Lifestyle - DIY,TV,2019-11-04,2019,4,11,45,4569.6
Lifestyle - Travel Channel,TV,2019-11-04,2019,4,11,45,11213.2
Lifestyle - GAC,TV,2019-11-04,2019,4,11,45,1037.0
Tonnage - Fox & Friends,TV,2019-11-04,2019,4,11,45,10744.0
Tonnage - Weather Channel,TV,2019-11-04,2019,4,11,45,9869.1375
Tonnage - Simulmedia,TV,2019-11-04,2019,4,11,45,71791.05
Tonnage - Freewheel,TV,2019-11-04,2019,4,11,45,50000.0
Addressable Test - Cadent,TV,2019-11-04,2019,4,11,45,125000.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-11-04,2019,4,11,45,0.0
VOD - CBS,VOD,2019-11-04,2019,4,11,45,13334.0
VOD - HULU,VOD,2019-11-04,2019,4,11,45,11167.01
VOD - NBC,VOD,2019-11-04,2019,4,11,45,11166.0
Summer Digital - Evite,DIGITAL,2019-11-04,2019,4,11,45,0.0
Summer Digital - Blis,DIGITAL,2019-11-04,2019,4,11,45,0.0
Innovation Team (Search),DIGITAL,2019-11-04,2019,4,11,45,0.0
Innovation Team (Social),DIGITAL,2019-11-04,2019,4,11,45,0.0
2H Digital Media - Back to School,DIGITAL,2019-11-04,2019,4,11,45,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-11-04,2019,4,11,45,0.0
2H Digital Media - Holiday,DIGITAL,2019-11-04,2019,4,11,45,0.0
Influencer Central,INFLUENCERS/DIGITAL,2019-11-04,2019,4,11,45,0.0
Print - FN Magazine,PRINT,2019-11-04,2019,4,11,45,0.0
NE Heavy Up - Linear TV,TV,2019-11-04,2019,4,11,45,0.0
NE Heavy Up - OOH,BILLBOARD,2019-11-04,2019,4,11,45,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-11-11,2019,4,11,46,0.0
ABC - Media (TV),TV,2019-11-11,2019,4,11,46,130000.0
ABC - Media (Digital),DIGITAL,2019-11-11,2019,4,11,46,0.0
Lifestyle - Food Network,TV,2019-11-11,2019,4,11,46,57330.8
Lifestyle - Cooking Channel,TV,2019-11-11,2019,4,11,46,20396.6
Lifestyle - HGTV,TV,2019-11-11,2019,4,11,46,43701.9
Lifestyle - DIY,TV,2019-11-11,2019,4,11,46,8134.5
Lifestyle - Travel Channel,TV,2019-11-11,2019,4,11,46,20019.2
Lifestyle - GAC,TV,2019-11-11,2019,4,11,46,1917.6
Tonnage - Fox & Friends,TV,2019-11-11,2019,4,11,46,9220.8
Tonnage - Weather Channel,TV,2019-11-11,2019,4,11,46,9869.1375
Tonnage - Simulmedia,TV,2019-11-11,2019,4,11,46,86149.26
Tonnage - Freewheel,TV,2019-11-11,2019,4,11,46,65000.0
Addressable Test - Cadent,TV,2019-11-11,2019,4,11,46,125000.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-11-11,2019,4,11,46,0.0
VOD - CBS,VOD,2019-11-11,2019,4,11,46,13334.0
VOD - HULU,VOD,2019-11-11,2019,4,11,46,11167.01
VOD - NBC,VOD,2019-11-11,2019,4,11,46,11166.0
Summer Digital - Evite,DIGITAL,2019-11-11,2019,4,11,46,0.0
Summer Digital - Blis,DIGITAL,2019-11-11,2019,4,11,46,0.0
Innovation Team (Search),DIGITAL,2019-11-11,2019,4,11,46,0.0
Innovation Team (Social),DIGITAL,2019-11-11,2019,4,11,46,0.0
2H Digital Media - Back to School,DIGITAL,2019-11-11,2019,4,11,46,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-11-11,2019,4,11,46,0.0
2H Digital Media - Holiday,DIGITAL,2019-11-11,2019,4,11,46,28100.0
Influencer Central,INFLUENCERS/DIGITAL,2019-11-11,2019,4,11,46,18333.33
Print - FN Magazine,PRINT,2019-11-11,2019,4,11,46,0.0
NE Heavy Up - Linear TV,TV,2019-11-11,2019,4,11,46,140000.0
NE Heavy Up - OOH,BILLBOARD,2019-11-11,2019,4,11,46,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-11-18,2019,4,11,47,0.0
ABC - Media (TV),TV,2019-11-18,2019,4,11,47,230000.0
ABC - Media (Digital),DIGITAL,2019-11-18,2019,4,11,47,0.0
Lifestyle - Food Network,TV,2019-11-18,2019,4,11,47,55486.3
Lifestyle - Cooking Channel,TV,2019-11-18,2019,4,11,47,20287.8
Lifestyle - HGTV,TV,2019-11-18,2019,4,11,47,42341.9
Lifestyle - DIY,TV,2019-11-18,2019,4,11,47,8139.6
Lifestyle - Travel Channel,TV,2019-11-18,2019,4,11,47,20226.6
Lifestyle - GAC,TV,2019-11-18,2019,4,11,47,1917.6
Tonnage - Fox & Friends,TV,2019-11-18,2019,4,11,47,14790.0
Tonnage - Weather Channel,TV,2019-11-18,2019,4,11,47,18513.8925
Tonnage - Simulmedia,TV,2019-11-18,2019,4,11,47,129223.89
Tonnage - Freewheel,TV,2019-11-18,2019,4,11,47,80000.0
Addressable Test - Cadent,TV,2019-11-18,2019,4,11,47,125000.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-11-18,2019,4,11,47,0.0
VOD - CBS,VOD,2019-11-18,2019,4,11,47,24000.0
VOD - HULU,VOD,2019-11-18,2019,4,11,47,20100.01
VOD - NBC,VOD,2019-11-18,2019,4,11,47,20100.0
Summer Digital - Evite,DIGITAL,2019-11-18,2019,4,11,47,0.0
Summer Digital - Blis,DIGITAL,2019-11-18,2019,4,11,47,0.0
Innovation Team (Search),DIGITAL,2019-11-18,2019,4,11,47,0.0
Innovation Team (Social),DIGITAL,2019-11-18,2019,4,11,47,0.0
2H Digital Media - Back to School,DIGITAL,2019-11-18,2019,4,11,47,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-11-18,2019,4,11,47,0.0
2H Digital Media - Holiday,DIGITAL,2019-11-18,2019,4,11,47,50000.0
Influencer Central,INFLUENCERS/DIGITAL,2019-11-18,2019,4,11,47,18333.33
Print - FN Magazine,PRINT,2019-11-18,2019,4,11,47,0.0
NE Heavy Up - Linear TV,TV,2019-11-18,2019,4,11,47,200000.0
NE Heavy Up - OOH,BILLBOARD,2019-11-18,2019,4,11,47,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-11-25,2019,4,11,48,0.0
ABC - Media (TV),TV,2019-11-25,2019,4,11,48,130000.0
ABC - Media (Digital),DIGITAL,2019-11-25,2019,4,11,48,0.0
Lifestyle - Food Network,TV,2019-11-25,2019,4,11,48,24792.8
Lifestyle - Cooking Channel,TV,2019-11-25,2019,4,11,48,8855.3
Lifestyle - HGTV,TV,2019-11-25,2019,4,11,48,18587.8
Lifestyle - DIY,TV,2019-11-25,2019,4,11,48,3610.8
Lifestyle - Travel Channel,TV,2019-11-25,2019,4,11,48,8299.4
Lifestyle - GAC,TV,2019-11-25,2019,4,11,48,867.0
Tonnage - Fox & Friends,TV,2019-11-25,2019,4,11,48,9220.8
Tonnage - Weather Channel,TV,2019-11-25,2019,4,11,48,9869.1375
Tonnage - Simulmedia,TV,2019-11-25,2019,4,11,48,28716.42
Tonnage - Freewheel,TV,2019-11-25,2019,4,11,48,30000.0
Addressable Test - Cadent,TV,2019-11-25,2019,4,11,48,0.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-11-25,2019,4,11,48,0.0
VOD - CBS,VOD,2019-11-25,2019,4,11,48,13334.0
VOD - HULU,VOD,2019-11-25,2019,4,11,48,11166.01
VOD - NBC,VOD,2019-11-25,2019,4,11,48,11166.0
Summer Digital - Evite,DIGITAL,2019-11-25,2019,4,11,48,0.0
Summer Digital - Blis,DIGITAL,2019-11-25,2019,4,11,48,0.0
Innovation Team (Search),DIGITAL,2019-11-25,2019,4,11,48,0.0
Innovation Team (Social),DIGITAL,2019-11-25,2019,4,11,48,11828.0
2H Digital Media - Back to School,DIGITAL,2019-11-25,2019,4,11,48,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-11-25,2019,4,11,48,0.0
2H Digital Media - Holiday,DIGITAL,2019-11-25,2019,4,11,48,15000.0
Influencer Central,INFLUENCERS/DIGITAL,2019-11-25,2019,4,11,48,18333.33
Print - FN Magazine,PRINT,2019-11-25,2019,4,11,48,0.0
NE Heavy Up - Linear TV,TV,2019-11-25,2019,4,11,48,150000.0
NE Heavy Up - OOH,BILLBOARD,2019-11-25,2019,4,11,48,225000.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-12-02,2019,4,12,49,0.0
ABC - Media (TV),TV,2019-12-02,2019,4,12,49,180000.0
ABC - Media (Digital),DIGITAL,2019-12-02,2019,4,12,49,0.0
Lifestyle - Food Network,TV,2019-12-02,2019,4,12,49,35150.9
Lifestyle - Cooking Channel,TV,2019-12-02,2019,4,12,49,12743.2
Lifestyle - HGTV,TV,2019-12-02,2019,4,12,49,26282.0
Lifestyle - DIY,TV,2019-12-02,2019,4,12,49,5127.2
Lifestyle - Travel Channel,TV,2019-12-02,2019,4,12,49,12331.8
Lifestyle - GAC,TV,2019-12-02,2019,4,12,49,1207.0
Tonnage - Fox & Friends,TV,2019-12-02,2019,4,12,49,10744.0
Tonnage - Weather Channel,TV,2019-12-02,2019,4,12,49,9869.1375
Tonnage - Simulmedia,TV,2019-12-02,2019,4,12,49,43074.63
Tonnage - Freewheel,TV,2019-12-02,2019,4,12,49,50000.0
Addressable Test - Cadent,TV,2019-12-02,2019,4,12,49,0.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-12-02,2019,4,12,49,0.0
VOD - CBS,VOD,2019-12-02,2019,4,12,49,13334.0
VOD - HULU,VOD,2019-12-02,2019,4,12,49,11166.01
VOD - NBC,VOD,2019-12-02,2019,4,12,49,11166.0
Summer Digital - Evite,DIGITAL,2019-12-02,2019,4,12,49,0.0
Summer Digital - Blis,DIGITAL,2019-12-02,2019,4,12,49,0.0
Innovation Team (Search),DIGITAL,2019-12-02,2019,4,12,49,0.0
Innovation Team (Social),DIGITAL,2019-12-02,2019,4,12,49,0.0
2H Digital Media - Back to School,DIGITAL,2019-12-02,2019,4,12,49,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-12-02,2019,4,12,49,0.0
2H Digital Media - Holiday,DIGITAL,2019-12-02,2019,4,12,49,0.0
Influencer Central,INFLUENCERS/DIGITAL,2019-12-02,2019,4,12,49,0.0
Print - FN Magazine,PRINT,2019-12-02,2019,4,12,49,0.0
NE Heavy Up - Linear TV,TV,2019-12-02,2019,4,12,49,150000.0
NE Heavy Up - OOH,BILLBOARD,2019-12-02,2019,4,12,49,225000.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-12-09,2019,4,12,50,0.0
ABC - Media (TV),TV,2019-12-09,2019,4,12,50,180000.0
ABC - Media (Digital),DIGITAL,2019-12-09,2019,4,12,50,0.0
Lifestyle - Food Network,TV,2019-12-09,2019,4,12,50,46163.5
Lifestyle - Cooking Channel,TV,2019-12-09,2019,4,12,50,16428.8
Lifestyle - HGTV,TV,2019-12-09,2019,4,12,50,34855.1
Lifestyle - DIY,TV,2019-12-09,2019,4,12,50,6626.6
Lifestyle - Travel Channel,TV,2019-12-09,2019,4,12,50,15599.2
Lifestyle - GAC,TV,2019-12-09,2019,4,12,50,1577.6
Tonnage - Fox & Friends,TV,2019-12-09,2019,4,12,50,10744.0
Tonnage - Weather Channel,TV,2019-12-09,2019,4,12,50,9869.1375
Tonnage - Simulmedia,TV,2019-12-09,2019,4,12,50,86149.26
Tonnage - Freewheel,TV,2019-12-09,2019,4,12,50,70000.0
Addressable Test - Cadent,TV,2019-12-09,2019,4,12,50,0.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-12-09,2019,4,12,50,0.0
VOD - CBS,VOD,2019-12-09,2019,4,12,50,13334.0
VOD - HULU,VOD,2019-12-09,2019,4,12,50,11166.01
VOD - NBC,VOD,2019-12-09,2019,4,12,50,11166.0
Summer Digital - Evite,DIGITAL,2019-12-09,2019,4,12,50,0.0
Summer Digital - Blis,DIGITAL,2019-12-09,2019,4,12,50,0.0
Innovation Team (Search),DIGITAL,2019-12-09,2019,4,12,50,0.0
Innovation Team (Social),DIGITAL,2019-12-09,2019,4,12,50,0.0
2H Digital Media - Back to School,DIGITAL,2019-12-09,2019,4,12,50,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-12-09,2019,4,12,50,0.0
2H Digital Media - Holiday,DIGITAL,2019-12-09,2019,4,12,50,37250.0
Influencer Central,INFLUENCERS/DIGITAL,2019-12-09,2019,4,12,50,0.0
Print - FN Magazine,PRINT,2019-12-09,2019,4,12,50,0.0
NE Heavy Up - Linear TV,TV,2019-12-09,2019,4,12,50,200000.0
NE Heavy Up - OOH,BILLBOARD,2019-12-09,2019,4,12,50,225000.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-12-16,2019,4,12,51,0.0
ABC - Media (TV),TV,2019-12-16,2019,4,12,51,210000.0
ABC - Media (Digital),DIGITAL,2019-12-16,2019,4,12,51,0.0
Lifestyle - Food Network,TV,2019-12-16,2019,4,12,51,70956.3
Lifestyle - Cooking Channel,TV,2019-12-16,2019,4,12,51,25212.7
Lifestyle - HGTV,TV,2019-12-16,2019,4,12,51,53958.0
Lifestyle - DIY,TV,2019-12-16,2019,4,12,51,10181.3
Lifestyle - Travel Channel,TV,2019-12-16,2019,4,12,51,23293.4
Lifestyle - GAC,TV,2019-12-16,2019,4,12,51,2434.4
Tonnage - Fox & Friends,TV,2019-12-16,2019,4,12,51,11383.2
Tonnage - Weather Channel,TV,2019-12-16,2019,4,12,51,15364.8975
Tonnage - Simulmedia,TV,2019-12-16,2019,4,12,51,186656.73
Tonnage - Freewheel,TV,2019-12-16,2019,4,12,51,96667.0
Addressable Test - Cadent,TV,2019-12-16,2019,4,12,51,0.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-12-16,2019,4,12,51,0.0
VOD - CBS,VOD,2019-12-16,2019,4,12,51,20000.0
VOD - HULU,VOD,2019-12-16,2019,4,12,51,16750.02
VOD - NBC,VOD,2019-12-16,2019,4,12,51,16750.0
Summer Digital - Evite,DIGITAL,2019-12-16,2019,4,12,51,0.0
Summer Digital - Blis,DIGITAL,2019-12-16,2019,4,12,51,0.0
Innovation Team (Search),DIGITAL,2019-12-16,2019,4,12,51,0.0
Innovation Team (Social),DIGITAL,2019-12-16,2019,4,12,51,0.0
2H Digital Media - Back to School,DIGITAL,2019-12-16,2019,4,12,51,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-12-16,2019,4,12,51,0.0
2H Digital Media - Holiday,DIGITAL,2019-12-16,2019,4,12,51,37250.0
Influencer Central,INFLUENCERS/DIGITAL,2019-12-16,2019,4,12,51,0.0
Print - FN Magazine,PRINT,2019-12-16,2019,4,12,51,0.0
NE Heavy Up - Linear TV,TV,2019-12-16,2019,4,12,51,258450.0
NE Heavy Up - OOH,BILLBOARD,2019-12-16,2019,4,12,51,225000.0
ABC - SCS Sponsorship,SPONSORSHIP,2019-12-23,2019,4,12,52,0.0
ABC - Media (TV),TV,2019-12-23,2019,4,12,52,0.0
ABC - Media (Digital),DIGITAL,2019-12-23,2019,4,12,52,0.0
Lifestyle - Food Network,TV,2019-12-23,2019,4,12,52,0.0
Lifestyle - Cooking Channel,TV,2019-12-23,2019,4,12,52,0.0
Lifestyle - HGTV,TV,2019-12-23,2019,4,12,52,0.0
Lifestyle - DIY,TV,2019-12-23,2019,4,12,52,0.0
Lifestyle - Travel Channel,TV,2019-12-23,2019,4,12,52,0.0
Lifestyle - GAC,TV,2019-12-23,2019,4,12,52,0.0
Tonnage - Fox & Friends,TV,2019-12-23,2019,4,12,52,0.0
Tonnage - Weather Channel,TV,2019-12-23,2019,4,12,52,0.0
Tonnage - Simulmedia,TV,2019-12-23,2019,4,12,52,0.0
Tonnage - Freewheel,TV,2019-12-23,2019,4,12,52,0.0
Addressable Test - Cadent,TV,2019-12-23,2019,4,12,52,0.0
"3-Market Local Test (Denver, Toledo, Birmingham)",TV,2019-12-23,2019,4,12,52,0.0
VOD - CBS,VOD,2019-12-23,2019,4,12,52,0.0
VOD - HULU,VOD,2019-12-23,2019,4,12,52,0.0
VOD - NBC,VOD,2019-12-23,2019,4,12,52,0.0
Summer Digital - Evite,DIGITAL,2019-12-23,2019,4,12,52,0.0
Summer Digital - Blis,DIGITAL,2019-12-23,2019,4,12,52,0.0
Innovation Team (Search),DIGITAL,2019-12-23,2019,4,12,52,0.0
Innovation Team (Social),DIGITAL,2019-12-23,2019,4,12,52,0.0
2H Digital Media - Back to School,DIGITAL,2019-12-23,2019,4,12,52,0.0
2H Digital Media - Hallowaiian,DIGITAL,2019-12-23,2019,4,12,52,0.0
2H Digital Media - Holiday,DIGITAL,2019-12-23,2019,4,12,52,0.0
Influencer Central,INFLUENCERS/DIGITAL,2019-12-23,2019,4,12,52,0.0
Print - FN Magazine,PRINT,2019-12-23,2019,4,12,52,0.0
NE Heavy Up - Linear TV,TV,2019-12-23,2019,4,12,52,0.0
NE Heavy Up - OOH,BILLBOARD,2019-12-23,2019,4,12,52,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2018-01-01,2018,1,1,1,0.0
ABC - Media (TV),TV,2018-01-01,2018,1,1,1,0.0
ABC - Media (Digital),DIGITAL,2018-01-01,2018,1,1,1,0.0
Tonnage - Weather Channel,TV,2018-01-01,2018,1,1,1,0.0
Tonnage - Simulmedia,TV,2018-01-01,2018,1,1,1,0.0
Tonnage - Simumedia Matchback,TV,2018-01-01,2018,1,1,1,0.0
Tonnage - AudienceXpress,TV,2018-01-01,2018,1,1,1,0.0
Tonnage - Fox & Friends,TV,2018-01-01,2018,1,1,1,0.0
Tonnage - Hallmark,TV,2018-01-01,2018,1,1,1,0.0
Scripps - Food Network,TV,2018-01-01,2018,1,1,1,0.0
Scripps - Cooking Channel,TV,2018-01-01,2018,1,1,1,0.0
Scripps - HGTV,TV,2018-01-01,2018,1,1,1,0.0
Scripps - DIY,TV,2018-01-01,2018,1,1,1,0.0
Scripps - Travel,TV,2018-01-01,2018,1,1,1,0.0
Scripps - GAC,TV,2018-01-01,2018,1,1,1,0.0
VOD - CBS,VOD,2018-01-01,2018,1,1,1,0.0
VOD - NBC,VOD,2018-01-01,2018,1,1,1,0.0
VOD - HULU,VOD,2018-01-01,2018,1,1,1,0.0
"Local Radio - ""Best Block Party Ever""",RADIO,2018-01-01,2018,1,1,1,0.0
Yankees \KH Grill,BASEBALL,2018-01-01,2018,1,1,1,0.0
Baseball,BASEBALL,2018-01-01,2018,1,1,1,0.0
ATT - Direct TV,TV,2018-01-01,2018,1,1,1,0.0
CFB - FS1,TV,2018-01-01,2018,1,1,1,0.0
CFB - FSGO,TV,2018-01-01,2018,1,1,1,0.0
NE Q4 Heavy Up \ TV,TV,2018-01-01,2018,1,1,1,0.0
NE Q4 Heavy Up \ Radio,RADIO,2018-01-01,2018,1,1,1,0.0
NE Q4 Heavy Up \ OOH,BILLBOARD,2018-01-01,2018,1,1,1,0.0
ABC - SCS Sponsorship,SPONSORSHIP,2018-01-08,2018,1,1,2,0.0
ABC - Media (TV),TV,2018-01-08,2018,1,1,2,0.0
ABC - Media (Digital),DIGITAL,2018-01-08,2018,1,1,2,0.0
Tonnage - Weather Channel,TV,2018-01-08,2018,1,1,2,0.0
Tonnage - Simulmedia,TV,2018-01-08,2018,1,1,2,0.0
Tonnage - Simumedia Matchback,TV,2018-01-08,2018,1,1,2,0.0
Tonnage - AudienceXpress,TV,2018-01-08,2018,1,1,2,0.0
Tonnage - Fox & Friends,TV,2018-01-08,2018,1,1,2,0.0
Tonnage - Hallmark,TV,2018-01-08,2018,1,1,2,0.0
Scripps - Food Network,TV,2018-01-08,2018,1,1,2,0.0
Scripps - Cooking Channel,TV,2018-01-08,2018,1,1,2,0.0
Scripps - HGTV,TV,2018-01-08,2018,1,1,2,0.0
Scripps - DIY,TV,2018-01-08,2018,1,1,2,0.0
Scripps - Travel,TV,2018-01-08,2018,1,1,2,0.0
Scripps - GAC,TV,2018-01-08,2018,1,1,2,0.0
VOD - CBS,VOD,2018-01-08,2018,1,1,2,0.0
VOD - NBC,VOD,2018-01-08,2018,1,1,2,0.0
VOD - HULU,VOD,2018-01-08,2018,1,1,2,0.0
"Local Radio - ""Best Block Party Ever""",RADIO,2018-01-08,2018,1,1,2,0.0
Yankees \KH Grill,BASEBALL,2018-01-08,2018,1,1,2,0.0
Baseball,BASEBALL,2018-01-08,2018,1,1,2,0.0
ATT - Direct TV,TV,2018-01-08,2018,1,1,2,0.0
CFB - FS1,TV,2018-01-08,2018,1,1,2,0.0
CFB - FSGO,TV,2018-01-08,2018,1,1,2,0.0
NE Q4 Heavy Up \ TV,TV,2018-01-08,2018,1,1,2,0.0
NE Q4 Heavy Up \ Radio,RADIO,2018-01-08,2018,1,1,2,0.0
